avatar,avg_ec_live_uv,avg_ec_video_view_count,category_ids,creator_open_id,follower_count,gmv_range,nickname,selection_region,top_follower_demographics,username,gmv,video_gmv,live_gmv,batch_name
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/d1a988e2ec9bbb6ae4dc14d779810c0b~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=7db6f3b6&x-expires=1784725200&x-signature=GaLjjm86Jp59AB7Dxu%2BdDsY1EgI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,2114,"['601739', '600024']",iQp43QAAAACOV4AEeERJl-yievH_HBssLoYpbcGV-5azHjFaChKJew,10660,{'formatted_range': '₱10K+'},katheryne ᢉ𐭩,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 3574}}",katiemeow.finds,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/85f90eb39c585ca1fe215f7c36273ec4~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=a3277819&x-expires=1784725200&x-signature=WaYcluVVRtEzAmIpcsLGSVlid28%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},55253,0,"['601352', '601739', '601755']",WrMmKQAAAACOV4AEeERJl-yievH_HBssAu6mjXRZjmKlHNO8lwtgtA,1186904,{'formatted_range': '₱10K+'},IamBugoyCariño,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4559}}",iambugoycarino03,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/3f5614c0d10fa8848dc4c42ef76443d2~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=9cd4dfa5&x-expires=1784725200&x-signature=B5KjFef%2FAzIQOlqoApVx2rNUrQI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},5296,0,"['601450', '601739', '700645']",AgObZwAAAACOV4AEeERJl-yievH_HBssFk7BO0O33bskizFBDIkBKg,35817,{'formatted_range': '₱10K+'},Amoy Piranian,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'MALE', 'percentage': 6508}}",amoy_piranian,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/81c1f41a8a89565be8f5cd151ea4ce19~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=9d60b900&x-expires=1784725200&x-signature=vShfM%2BN9Eq4BBfMIRRjNGtkgjEc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1066,0,"['601450', '824328', '600001']",mRx__QAAAACOV4AEeERJl-yievH_HBssXJtnlB2iLkMNiN4WhwItHQ,1654,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Sir Raf,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 6227}}",whats.in.the.boxraf,"{'amount': '14473.895301', 'currency': 'USD'}",,"{'amount': '14459.047672', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/8e433f12ae6670be12a70a3bd89768cf~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=b84070dd&x-expires=1784725200&x-signature=FjnUJcrSwFYBUaclb3mHaCMBgiA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},3219,505,"['601739', '802184', '602284']",7ncHnAAAAACOV4AEeERJl-yievH_HBssIHVdwENF4O8A7PTRJjg7vw,48784,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",🧿🌀 VENNA FINDS 🧿🌀,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3586}}",vennafinds,"{'amount': '18351.686962', 'currency': 'USD'}","{'amount': '1781.026496', 'currency': 'USD'}","{'amount': '16310.484002', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/84a47bbae3c039a32ccdb1a133cc7176~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=25d1be05&x-expires=1784725200&x-signature=Hm%2BEeUcIPOPBgQ3pIbKzutcdQEA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},5376,2274,"['601739', '601450']",Lp63vQAAAACOV4AEeERJl-yievH_HBssJdLPc4pVmR1IF9e9z_cTeA,400862,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",iPhonary 🩷,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4196}}",iphonary,"{'amount': '27594.912188', 'currency': 'USD'}","{'amount': '1757.970768', 'currency': 'USD'}","{'amount': '25763.138721', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/9a71c6d5a635a6611da41345edb80432~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=cd00bef3&x-expires=1784725200&x-signature=EG%2BpjzgUjaHCvLGxbzOWkn76s2M%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},3576,592,"['603014', '604206', '601755']",RVdhXgAAAACOV4AEeERJl-yievH_HBssoesn18mEISsCWswO8_IkfQ,4687,{'formatted_range': '₱10K+'},Peter Merindo,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4562}}",petermerindo1,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/19aa509f0838a9ce46d7a9dbe8834be9~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=75b6094e&x-expires=1784725200&x-signature=Y%2FpJ06Vl0vWKzXZKV6AiRA3DCvA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,224,"['605196', '604579', '600942']",yZt0iQAAAACOV4AEeERJl-yievH_HBssCFH3xQ6LcbpES08yxK0BKQ,5469,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Alinirjr Affiliate Shop,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'MALE', 'percentage': 4582}}",juncelnirza,"{'amount': '22794.353962', 'currency': 'USD'}","{'amount': '22794.353962', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/e066f157a701bb2395c7e0dc651324fa~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=b56f1075&x-expires=1784725200&x-signature=7VKQ3Qa2zlehMO3q5SNvKC1X%2BBM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},3821,19,"['601739', '601450']",Gx1V2gAAAACOV4AEeERJl-yievH_HBssnl_HvkcNPaHaLjShr2gw8g,33022,{'formatted_range': '₱10K+'},talakerafinds1,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4291}}",talakerafinds1,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/7304469303598776325~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=f87e5ed6&x-expires=1784725200&x-signature=VzmLb7OYjlI6aBn95UXWTrX4gGA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},2302,641,"['604968', '605196', '700437']",b5t4jQAAAACOV4AEeERJl-yievH_HBssyyS4RqlRcGSXqGu3FNZe4g,41521,{'formatted_range': '₱10K+'},Juanito blog,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 2488}}",juanito.blog,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7315787126778363936~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=c4bb3f4b&x-expires=1784725200&x-signature=umANaLaBn1ah02aaZs7QN%2BtLkSM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,0,"['601739', '601755', '602118']",L1j0hgAAAACOV4AEeERJl-yievH_HBssNVWWNbX0usFki8DB32B3Vw,407534,{'formatted_range': '₱10K+'},JayTine TV,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 4741}}",jaytinetv,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/e3ed93dacbaca85913c5f55a676dd9d6~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=39c8a3c9&x-expires=1784725200&x-signature=pkz7OMUSgX9RvTI1BPhRkurjSy4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},3710,178,"['601739', '600024', '604968']",uXCZwwAAAACOV4AEeERJl-yievH_HBssXDyG1j3I88riE5iJDTqfqA,64339,{'formatted_range': '₱10K+'},Meyan🌻,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4388}}",mauicoronel_02,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/e037209713fa8ca8d0fa022f40e41151~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=8e40ba92&x-expires=1784725200&x-signature=QlQmXzYOO6xdwUlxLwpbmgEBDdc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},11334,1825,"['601739', '604968']",Auon3AAAAACOV4AEeERJl-yievH_HBss4heqWG3o2KFtdAmrQI8RBQ,371295,{'formatted_range': '₱10K+'},iphone.selected,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3962}}",iphone.selected,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p19-common-sign.tiktokcdn.com/tos-alisg-avt-0068/a1af24a2ef8cc9cead86da3a840d6056~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=3beec976&x-expires=1784725200&x-signature=5xkyxKeP7ew5Y66KegkWHi72fSE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},3792,0,"['601755', '601739']",WIFBUgAAAACOV4AEeERJl-yievH_HBss0g35l8Q8Nnm3BJZZDfD0Vw,11823,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",CARLDRICHLAPTOP,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3871}}",carldrichlaptop,"{'amount': '20774.620996', 'currency': 'USD'}",,"{'amount': '20659.191925', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/a9469f832e4601d07d19e0a36c69d04b~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=adf4c10b&x-expires=1784725200&x-signature=xIL5dUbYCu8uMPzyGwx1e3hSeQw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},12649,716,"['601755', '601739']",yTywrQAAAACOV4AEeERJl-yievH_HBssiyv4SjxVhsL5uWHEiT0S-w,185468,{'formatted_range': '₱10K+'},Murang GadgetPhone,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3356}}",murang.gadgetphone,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/3dc4952b89ff46ecf59e13289cdc5253~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d7b6b861&x-expires=1784725200&x-signature=b8REZNhG5fCXIs%2BsAubaztFSZ7w%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},2407,717,"['604579', '605196', '600942']",NystqwAAAACOV4AEeERJl-yievH_HBssVok5Jz9b6tFzyzy9g_wJSw,9875,{'formatted_range': '₱10K+'},dadskeetools,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 3988}}",dadskeetools,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/f67ce18907ee083a5a25a53ae7fe7783~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=0b082c14&x-expires=1784725200&x-signature=YsZUDkSkp5kOmt3Bs0ptdx%2FMLZg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},15200,0,['601739'],xeVgAAAAAACOV4AEeERJl-yievH_HBsswKG2Z6Z7eT5ND_bfT5nvwQ,2196,{'formatted_range': '₱10K+'},GameSexy PH,PH,"{'age_ranges': ['AGE_RANGE_55_AND_ABOVE', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 2604}}",gamesexyph,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/9965645a6f8aa5e4df02625af88d600f~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=e9c23300&x-expires=1784725200&x-signature=lx2y3H76JiK6FKhuAV0fF6mD2wM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},3060.0,0.0,"['600942', '600001']",8OepmgAAAACOV4AEeERJl-yievH_HBss8-0vrMdYewa3LhonExKkHQ,24521,{'formatted_range': '₱10K+'},Danhaus,PH,"{'age_ranges': ['AGE_RANGE_35_44', 'AGE_RANGE_25_34', 'AGE_RANGE_45_54'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4311}}",danhaus4,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/51d08cc40916326bf30f29a96de79364~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=7e885f91&x-expires=1784725200&x-signature=tBcFQs8qbSpGfuEh1jBcbXcupR4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},17343.0,0.0,['601739'],20xzdgAAAACOV4AEeERJl-yievH_HBssLvj3hrTMP6194W4rohPpWQ,4718,{'formatted_range': '₱10K+'},Game Xtreme,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'MALE', 'percentage': 2347}}",gamxtreme14,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/c02c87630cef5aee873da1bd11add5db~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=9b52bdef&x-expires=1784725200&x-signature=mbDYwM9egfHOAE%2FcnNUspiznlbc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},7811.0,0.0,['601739'],cpkUwgAAAACOV4AEeERJl-yievH_HBssT5zIbCZM6VeePjYY2FPgqA,2131,{'formatted_range': '₱10K+'},TambokTreasures,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3369}}",cellphone.shop596,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/6dc89cc8e5f0b9a99f0ff69c39b347e0~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=3a6f91bf&x-expires=1784725200&x-signature=QLRcoua%2FSCbe1mwdP5hISWpxUm8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},7263.0,4019.0,"['601152', '601755']",96WhDAAAAACOV4AEeERJl-yievH_HBssZvQCx8-T3iDcvApyYJuQXQ,131740,{'formatted_range': '₱10K+'},BSCO CURVE,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 7821}}",bscocurve,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/50375640cde765cace27323ff4241d08~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=bb7b524b&x-expires=1784725200&x-signature=AUgTtmaXKNqlcZMJidUinSGPURM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},,,"['601739', '601450', '700437']",cCkOswAAAACOV4AEeERJl-yievH_HBssPpBq1kq-cQEBtWur4HJqJw,68,{'formatted_range': '₱10K+'},kheem_irish,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 4411}}",kheem_irish,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/c9bf0a061dba0f7c2a924e7b05a05b3a~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=a28fd36e&x-expires=1784728800&x-signature=fAi7Llhq1oFgHcjv09iw5gicBmM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1649,1145,"['700645', '601450', '602284']",EHjrEAAAAACOV4AEeERJl-yievH_HBssPC2zQzc3XQCF-MwfqI_arA,174182,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",CEO/FOUNDER JAKE RECOS PH🇵🇭,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4579}}",jake_recosph,"{'amount': '28241.003162', 'currency': 'USD'}","{'amount': '27156.013982', 'currency': 'USD'}","{'amount': '810.837334', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/faffc8d78e4d22537b2c7e88da586812~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=42fd0e88&x-expires=1784728800&x-signature=ZZb4YdASdAKP8DGLD%2FkWBrKEu6A%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},2485,106,"['700645', '601450', '602118']",4EVPQAAAAACOV4AEeERJl-yievH_HBss7SdTULGEszMSYyiBY78_nQ,39412,{'formatted_range': '₱10K+'},Olla Shop,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5271}}",olla.recos,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/5ff4d7b33c11e6da9674fb371a119706~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=578a69a1&x-expires=1784728800&x-signature=3aT3XfoeA8hRRJdybtPhUS9XYy0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,170,"['700645', '603014', '605248']",suzOpwAAAACOV4AEeERJl-yievH_HBssHYbTs1SqSSHdfR83j2xQJg,15131,{'formatted_range': '₱10K+'},ConyoTindero,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 7828}}",bewell_conyotindero,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/206b259496e90ae4414d9bb937e83b77~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=47c8990d&x-expires=1784728800&x-signature=be%2B64%2Fly9g%2FLVA07ZHdWyx8TB2M%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},3235,1073,"['700645', '601739', '824584']",F2e9FwAAAACOV4AEeERJl-yievH_HBss-AFYwZVPmdgiVNAnXqN6-Q,19815,{'formatted_range': '₱10K+'},yssaa.finds,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3629}}",yssaa.finds,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/2cde4569ff7015be44d47b69f1d1f582~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=083a02f8&x-expires=1784728800&x-signature=GyaTCIn5i50odBseLiK%2BYAZqC%2B4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},4053,958,"['700645', '700437', '604206']",9v--PAAAAACOV4AEeERJl-yievH_HBssXJ5ypKFR2zqwzQw_ZsLwWQ,33362,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Height Pro Max,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 2527}}",heightpromax,"{'amount': '21925.383667', 'currency': 'USD'}","{'amount': '398.447468', 'currency': 'USD'}","{'amount': '21423.358211', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/e9f61729dd3aadb29889e1f873c351b5~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=63950fbe&x-expires=1784728800&x-signature=Kqhpc94X%2Bs%2BQNDwfC%2BQAflwocHI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,0,"['700645', '824328', '604968']",wI7GkQAAAACOV4AEeERJl-yievH_HBss_LgAkWy8UVKxswFJMz2E8g,46579,{'formatted_range': '₱10K+'},RML,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 7311}}",rml_mrtnz,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/d22ff5167db4f516f753547fb3f5414c~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=0e04d801&x-expires=1784728800&x-signature=3dm2FD2WrXZd%2FPx7sghCwQxUbhg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,0,"['700645', '601450', '600154']",prR3NwAAAACOV4AEeERJl-yievH_HBssySj2bymxUaBT9o7kJ94QNg,8176,{'formatted_range': '₱10K+'},DocTalkDaily,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3933}}",kai118283,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/964ed7893a86450684be9fb091ce50d5~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=a505dc28&x-expires=1784728800&x-signature=zIPlu3OoLLxNC%2F5bF%2Fsi2VzJ50o%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},2529,1941,"['700645', '601450', '600001']",sHCXVwAAAACOV4AEeERJl-yievH_HBssB8rh-liErZAc1DSU_Ck9VA,8923,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",SHAA,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5213}}",itsmesharlotte27,"{'amount': '14393.801287', 'currency': 'USD'}","{'amount': '104.900897', 'currency': 'USD'}","{'amount': '14250.168081', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/0d847520acc7cd6a9d011aa901e2e229~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=f5e44a01&x-expires=1784728800&x-signature=ZXB8XScZOB6E8%2FQimqJIONIcCaw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,0,"['700645', '601152']",4KOIMwAAAACOV4AEeERJl-yievH_HBss9zhhdWnbxBnhTP210oxNFA,56325,{'formatted_range': '₱10K+'},itsyoboyluke,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 5737}}",lukebernaless,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
